barcode	ann_finest_level	Population
mc631-Meyer_2021_5prime	DC2	DC2
mc632-Meyer_2021_5prime	Unknown	Unknown
mc633-Meyer_2021_5prime	EC general capillary	EC general capillary
mc634-Meyer_2021_5prime	EC general capillary	EC general capillary
mc635-Meyer_2021_5prime	EC general capillary	EC general capillary
mc636-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc637-Meyer_2021_5prime	EC general capillary	EC general capillary
mc638-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc639-Meyer_2021_5prime	EC general capillary	EC general capillary
mc64-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc640-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc641-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc642-Meyer_2021_5prime	EC general capillary	EC general capillary
mc643-Meyer_2021_5prime	EC general capillary	EC general capillary
mc644-Meyer_2021_5prime	EC general capillary	EC general capillary
mc645-Meyer_2021_5prime	EC general capillary	EC general capillary
mc646-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc647-Meyer_2021_5prime	EC general capillary	EC general capillary
mc648-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc649-Meyer_2021_5prime	B cells	B cells
mc65-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc650-Meyer_2021_5prime	B cells	B cells
mc651-Meyer_2021_5prime	B cells	B cells
mc652-Meyer_2021_5prime	B cells	B cells
mc653-Meyer_2021_5prime	Unknown	Unknown
mc654-Meyer_2021_5prime	Unknown	Unknown
mc655-Meyer_2021_5prime	Unknown	Unknown
mc656-Meyer_2021_5prime	Unknown	Unknown
mc657-Meyer_2021_5prime	Unknown	Unknown
mc658-Meyer_2021_5prime	Unknown	Unknown
mc659-Meyer_2021_5prime	Unknown	Unknown
mc66-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc660-Meyer_2021_5prime	Unknown	Unknown
mc661-Meyer_2021_5prime	Unknown	Unknown
mc662-Meyer_2021_5prime	NK cells	NK cells
mc663-Meyer_2021_5prime	NK cells	NK cells
mc664-Meyer_2021_5prime	NK cells	NK cells
mc665-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc666-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc667-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc668-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc669-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc67-Meyer_2021_5prime	Unknown	Unknown
mc670-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc671-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc672-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc673-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc674-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc675-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc676-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc677-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc678-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc679-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc68-Meyer_2021_5prime	Unknown	Unknown
mc680-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc681-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc682-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc683-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc684-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc685-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc686-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc687-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc688-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc689-Meyer_2021_5prime	Unknown	Unknown
mc69-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc690-Meyer_2021_5prime	Unknown	Unknown
mc691-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc692-Meyer_2021_5prime	Unknown	Unknown
mc693-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc694-Meyer_2021_5prime	B cells	B cells
mc695-Meyer_2021_5prime	B cells	B cells
mc696-Meyer_2021_5prime	B cells	B cells
mc697-Meyer_2021_5prime	B cells	B cells
mc698-Meyer_2021_5prime	Mast cells	Mast cells
mc699-Meyer_2021_5prime	Suprabasal	Suprabasal
mc7-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc70-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc700-Meyer_2021_5prime	Suprabasal	Suprabasal
mc701-Meyer_2021_5prime	Basal resting	Basal resting
mc702-Meyer_2021_5prime	Unknown	Unknown
mc703-Meyer_2021_5prime	Pericytes	Pericytes
mc704-Meyer_2021_5prime	Pericytes	Pericytes
mc705-Meyer_2021_5prime	Unknown	Unknown
mc706-Meyer_2021_5prime	Mast cells	Mast cells
mc707-Meyer_2021_5prime	Mast cells	Mast cells
mc708-Meyer_2021_5prime	Mast cells	Mast cells
mc709-Meyer_2021_5prime	Mast cells	Mast cells
mc71-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc710-Meyer_2021_5prime	Unknown	Unknown
mc711-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc712-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc713-Meyer_2021_5prime	Unknown	Unknown
mc714-Meyer_2021_5prime	Unknown	Unknown
mc715-Meyer_2021_5prime	Unknown	Unknown
mc716-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc717-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc718-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc719-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc72-Meyer_2021_5prime	Unknown	Unknown
mc720-Meyer_2021_5prime	Unknown	Unknown
mc721-Meyer_2021_5prime	Unknown	Unknown
mc722-Meyer_2021_5prime	Unknown	Unknown
mc723-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc724-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc725-Meyer_2021_5prime	Unknown	Unknown
mc726-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc727-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc728-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc729-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc73-Meyer_2021_5prime	Unknown	Unknown
mc730-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc731-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc732-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc733-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc734-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc735-Meyer_2021_5prime	Unknown	Unknown
mc736-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc737-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc738-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc739-Meyer_2021_5prime	Unknown	Unknown
mc74-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc740-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc741-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc742-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc743-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc744-Meyer_2021_5prime	Unknown	Unknown
mc745-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc746-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc747-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc748-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc749-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc75-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc750-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc751-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc752-Meyer_2021_5prime	Unknown	Unknown
mc753-Meyer_2021_5prime	Unknown	Unknown
mc754-Meyer_2021_5prime	SMG mucous	SMG mucous
mc755-Meyer_2021_5prime	Unknown	Unknown
mc756-Meyer_2021_5prime	Unknown	Unknown
mc757-Meyer_2021_5prime	Unknown	Unknown
mc758-Meyer_2021_5prime	Unknown	Unknown
mc759-Meyer_2021_5prime	SMG duct	SMG duct
mc76-Meyer_2021_5prime	Unknown	Unknown
mc760-Meyer_2021_5prime	Interstitial Mph perivascular	Interstitial Mph perivascular
mc761-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc762-Meyer_2021_5prime	Unknown	Unknown
mc763-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc764-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc765-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc766-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc767-Meyer_2021_5prime	Unknown	Unknown
mc768-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc769-Meyer_2021_5prime	NK cells	NK cells
mc77-Meyer_2021_5prime	Unknown	Unknown
mc770-Meyer_2021_5prime	NK cells	NK cells
mc771-Meyer_2021_5prime	NK cells	NK cells
mc772-Meyer_2021_5prime	NK cells	NK cells
mc773-Meyer_2021_5prime	NK cells	NK cells
mc774-Meyer_2021_5prime	NK cells	NK cells
mc775-Meyer_2021_5prime	NK cells	NK cells
mc776-Meyer_2021_5prime	NK cells	NK cells
mc777-Meyer_2021_5prime	NK cells	NK cells
mc778-Meyer_2021_5prime	Unknown	Unknown
mc779-Meyer_2021_5prime	Unknown	Unknown
mc78-Meyer_2021_5prime	Unknown	Unknown
mc780-Meyer_2021_5prime	Unknown	Unknown
mc781-Meyer_2021_5prime	Unknown	Unknown
mc782-Meyer_2021_5prime	Unknown	Unknown
mc783-Meyer_2021_5prime	Mast cells	Mast cells
mc784-Meyer_2021_5prime	Mast cells	Mast cells
mc785-Meyer_2021_5prime	Unknown	Unknown
mc786-Meyer_2021_5prime	Suprabasal	Suprabasal
mc787-Meyer_2021_5prime	Suprabasal	Suprabasal
mc788-Meyer_2021_5prime	Unknown	Unknown
mc789-Meyer_2021_5prime	Unknown	Unknown
mc79-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc790-Meyer_2021_5prime	Suprabasal	Suprabasal
mc791-Meyer_2021_5prime	Suprabasal	Suprabasal
mc792-Meyer_2021_5prime	Unknown	Unknown
mc793-Meyer_2021_5prime	Suprabasal	Suprabasal
mc794-Meyer_2021_5prime	Unknown	Unknown
mc795-Meyer_2021_5prime	Unknown	Unknown
mc796-Meyer_2021_5prime	Suprabasal	Suprabasal
mc797-Meyer_2021_5prime	Unknown	Unknown
mc798-Meyer_2021_5prime	Unknown	Unknown
mc799-Meyer_2021_5prime	Suprabasal	Suprabasal
mc8-Meyer_2021_5prime	Unknown	Unknown
mc80-Meyer_2021_5prime	Unknown	Unknown
mc800-Meyer_2021_5prime	Suprabasal	Suprabasal
mc801-Meyer_2021_5prime	Suprabasal	Suprabasal
mc802-Meyer_2021_5prime	Suprabasal	Suprabasal
mc803-Meyer_2021_5prime	Unknown	Unknown
mc804-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc805-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc806-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc807-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc808-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc809-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc81-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc810-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc811-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc812-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc813-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc814-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc815-Meyer_2021_5prime	EC general capillary	EC general capillary
mc816-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc817-Meyer_2021_5prime	EC aerocyte capillary	EC aerocyte capillary
mc818-Meyer_2021_5prime	EC general capillary	EC general capillary
mc819-Meyer_2021_5prime	EC general capillary	EC general capillary
mc82-Meyer_2021_5prime	Unknown	Unknown
mc820-Meyer_2021_5prime	Unknown	Unknown
mc821-Meyer_2021_5prime	EC general capillary	EC general capillary
mc822-Meyer_2021_5prime	Unknown	Unknown
mc823-Meyer_2021_5prime	EC general capillary	EC general capillary
mc824-Meyer_2021_5prime	Unknown	Unknown
mc825-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc826-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc827-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc828-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc829-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc83-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc830-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc831-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc832-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc833-Meyer_2021_5prime	Mast cells	Mast cells
mc834-Meyer_2021_5prime	Mast cells	Mast cells
mc835-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc836-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc837-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc838-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc839-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc84-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc840-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc841-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc842-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc843-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc844-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc845-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc846-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc847-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc848-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc849-Meyer_2021_5prime	Unknown	Unknown
mc85-Meyer_2021_5prime	Unknown	Unknown
mc850-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc851-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc852-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc853-Meyer_2021_5prime	Unknown	Unknown
mc854-Meyer_2021_5prime	Unknown	Unknown
mc855-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc856-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc857-Meyer_2021_5prime	Pericytes	Pericytes
mc858-Meyer_2021_5prime	Pericytes	Pericytes
mc859-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc86-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc860-Meyer_2021_5prime	Unknown	Unknown
mc861-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc862-Meyer_2021_5prime	Unknown	Unknown
mc863-Meyer_2021_5prime	Unknown	Unknown
mc864-Meyer_2021_5prime	Unknown	Unknown
mc865-Meyer_2021_5prime	Pericytes	Pericytes
mc866-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc867-Meyer_2021_5prime	Pericytes	Pericytes
mc868-Meyer_2021_5prime	Pericytes	Pericytes
mc869-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc87-Meyer_2021_5prime	Unknown	Unknown
mc870-Meyer_2021_5prime	Unknown	Unknown
mc871-Meyer_2021_5prime	Unknown	Unknown
mc872-Meyer_2021_5prime	Unknown	Unknown
mc873-Meyer_2021_5prime	Unknown	Unknown
mc874-Meyer_2021_5prime	Pericytes	Pericytes
mc875-Meyer_2021_5prime	Unknown	Unknown
mc876-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc877-Meyer_2021_5prime	Unknown	Unknown
mc878-Meyer_2021_5prime	Unknown	Unknown
mc879-Meyer_2021_5prime	Unknown	Unknown
mc88-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc880-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc881-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc882-Meyer_2021_5prime	Unknown	Unknown
mc883-Meyer_2021_5prime	Unknown	Unknown
mc884-Meyer_2021_5prime	Unknown	Unknown
mc885-Meyer_2021_5prime	Suprabasal	Suprabasal
mc886-Meyer_2021_5prime	Suprabasal	Suprabasal
mc887-Meyer_2021_5prime	Suprabasal	Suprabasal
mc888-Meyer_2021_5prime	Suprabasal	Suprabasal
mc889-Meyer_2021_5prime	Suprabasal	Suprabasal
mc89-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc890-Meyer_2021_5prime	Suprabasal	Suprabasal
mc891-Meyer_2021_5prime	Suprabasal	Suprabasal
mc892-Meyer_2021_5prime	Suprabasal	Suprabasal
mc893-Meyer_2021_5prime	Suprabasal	Suprabasal
mc894-Meyer_2021_5prime	Suprabasal	Suprabasal
mc895-Meyer_2021_5prime	Suprabasal	Suprabasal
mc896-Meyer_2021_5prime	Suprabasal	Suprabasal
mc897-Meyer_2021_5prime	Suprabasal	Suprabasal
mc898-Meyer_2021_5prime	Suprabasal	Suprabasal
mc899-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc9-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc90-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc900-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc901-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc902-Meyer_2021_5prime	NK cells	NK cells
mc903-Meyer_2021_5prime	NK cells	NK cells
mc904-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc905-Meyer_2021_5prime	Unknown	Unknown
mc906-Meyer_2021_5prime	Unknown	Unknown
mc907-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc908-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc909-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc91-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc910-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc911-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc912-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc913-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc914-Meyer_2021_5prime	CD8 T cells	CD8 T cells
mc915-Meyer_2021_5prime	Unknown	Unknown
mc916-Meyer_2021_5prime	Unknown	Unknown
mc917-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc918-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc919-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc92-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc920-Meyer_2021_5prime	Unknown	Unknown
mc921-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc922-Meyer_2021_5prime	Unknown	Unknown
mc923-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc924-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc925-Meyer_2021_5prime	Unknown	Unknown
mc926-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc927-Meyer_2021_5prime	Unknown	Unknown
mc928-Meyer_2021_5prime	Unknown	Unknown
mc929-Meyer_2021_5prime	CD4 T cells	CD4 T cells
mc93-Meyer_2021_5prime	Unknown	Unknown
mc930-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc931-Meyer_2021_5prime	Unknown	Unknown
mc932-Meyer_2021_5prime	Unknown	Unknown
mc933-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc934-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc935-Meyer_2021_5prime	Alveolar fibroblasts	Alveolar fibroblasts
mc936-Meyer_2021_5prime	Pericytes	Pericytes
mc937-Meyer_2021_5prime	Pericytes	Pericytes
mc938-Meyer_2021_5prime	Unknown	Unknown
mc939-Meyer_2021_5prime	Unknown	Unknown
mc94-Meyer_2021_5prime	Unknown	Unknown
mc940-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc941-Meyer_2021_5prime	EC venous pulmonary	EC venous pulmonary
mc942-Meyer_2021_5prime	EC venous pulmonary	EC venous pulmonary
mc943-Meyer_2021_5prime	Unknown	Unknown
mc944-Meyer_2021_5prime	Unknown	Unknown
mc945-Meyer_2021_5prime	Unknown	Unknown
mc946-Meyer_2021_5prime	Unknown	Unknown
mc947-Meyer_2021_5prime	EC venous pulmonary	EC venous pulmonary
mc948-Meyer_2021_5prime	EC venous pulmonary	EC venous pulmonary
mc949-Meyer_2021_5prime	EC venous pulmonary	EC venous pulmonary
mc95-Meyer_2021_5prime	Unknown	Unknown
mc950-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc951-Meyer_2021_5prime	EC venous systemic	EC venous systemic
mc952-Meyer_2021_5prime	Unknown	Unknown
mc953-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc954-Meyer_2021_5prime	Unknown	Unknown
mc955-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc956-Meyer_2021_5prime	Unknown	Unknown
mc957-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc958-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc959-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc96-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc960-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc961-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc962-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc963-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc964-Meyer_2021_5prime	Unknown	Unknown
mc965-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc966-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc967-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc968-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc969-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc97-Meyer_2021_5prime	Unknown	Unknown
mc970-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc971-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc972-Meyer_2021_5prime	Unknown	Unknown
mc973-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc974-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc975-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc976-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc977-Meyer_2021_5prime	Adventitial fibroblasts	Adventitial fibroblasts
mc978-Meyer_2021_5prime	Unknown	Unknown
mc979-Meyer_2021_5prime	Unknown	Unknown
mc98-Meyer_2021_5prime	Alveolar macrophages	Alveolar macrophages
mc980-Meyer_2021_5prime	Unknown	Unknown
mc981-Meyer_2021_5prime	Lymphatic EC mature	Lymphatic EC mature
mc982-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc983-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc984-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc985-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc986-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc987-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc988-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc989-Meyer_2021_5prime	Classical monocytes	Classical monocytes
mc99-Meyer_2021_5prime	Unknown	Unknown
mc990-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc991-Meyer_2021_5prime	Non-classical monocytes	Non-classical monocytes
mc992-Meyer_2021_5prime	EC venous systemic	EC venous systemic
